,price_a,price_b,return_a,return_b,hedge_ratio,intercept,z_score,target_state,state,target_weight_a,target_weight_b,weight_a,weight_b,gross_exposure,turnover,transaction_cost,gross_strategy_return,net_strategy_return,strategy_growth
2018-01-29,88.17039242299823,94.8423333002677,-0.032053742198383084,-0.011341039668996578,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-01-30,86.47381005768344,93.30187909887066,-0.019242087039552103,-0.016242263847727312,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-01-31,86.3171418931416,93.12330059286516,-0.0018117412016116496,-0.0019139861675910863,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-01,84.68206006940883,92.08549228638438,-0.018942724328812388,-0.011144453642360497,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-02,85.15613466919461,92.32904651096916,0.005598288461537315,0.0026448707449739928,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-05,84.77654791890131,92.47788626594402,-0.004457538517546378,0.001612057749964757,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-06,85.36935409966144,92.34090059285678,0.0069925727729232,-0.001481280321365741,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-07,82.77388858456213,90.29086862319355,-0.030402777934448455,-0.022200692829519864,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-08,82.48376014048907,89.87214925866651,-0.0035050720587648243,-0.0046374497323140584,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-09,83.58369118666431,89.85089624403827,0.013335122505349073,-0.00023648054267710883,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-12,86.39490919560185,89.96056151899643,0.03363357096373454,0.0012205251092911595,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-13,84.06739632035719,88.74793380873784,-0.026940393790739203,-0.013479548035085664,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-14,83.22561098320894,88.38483167835749,-0.010013220035273163,-0.004091386861612811,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-15,81.66298167930802,87.62739662161987,-0.01877582255558552,-0.008569740331621722,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-16,81.88656805674665,87.00922614838974,0.0027379159178471113,-0.007054534278810309,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-19,81.60895177277604,87.86154720866598,-0.003390254232882639,0.009795754979163407,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-20,80.61373526427134,87.24274765953318,-0.012194942918464124,-0.007042893834582564,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-21,80.6784096116347,87.23466103778473,0.0008022745398330589,-9.269104842968279e-05,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-22,80.51913707285237,87.94936487360447,-0.0019741655735286967,0.00819288832348608,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-23,79.32355464835244,87.50612980414068,-0.014848425703049783,-0.0050396619702799406,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-26,78.99578531927148,87.4356879502418,-0.004132055485082442,-0.0008049933651110841,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-02-27,77.32777828873773,87.5401640321279,-0.021115139545638817,0.0011948906028573791,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-28,76.36206942996319,87.60794949856948,-0.012488511633796606,0.000774335611442245,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-01,75.48481863644137,86.66466440729829,-0.011488043737819309,-0.010767117558054373,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-03-02,76.05218599892169,86.7414193168939,0.007516310865273823,0.0008856540335155927,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-05,77.21763894143594,87.82629224943136,0.015324384528944135,0.012506976956119242,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-06,74.82759450449304,86.62917129719858,-0.030952052791404006,-0.013630553238350274,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-03-07,75.43197470978073,87.31925973597885,0.00807696958976023,0.007966005312607383,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-08,76.66508527010318,87.43059164819111,0.016347319092026247,0.0012749983514392937,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-09,77.06646585034817,86.9446758606197,0.005235506865098438,-0.005557731892364082,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-12,78.77345999688669,88.54188843165635,0.022149635742389595,0.01837044712889746,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-13,78.79994902258377,89.16923607579393,0.0003362684043348718,0.007085320352319124,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-14,78.83519947045956,88.22959870467895,0.00044734099847798525,-0.01053768555689194,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-15,78.62017256213414,88.30644890688163,-0.0027275494927362365,0.0008710251812422687,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-16,78.23972189891713,88.7837240300643,-0.004839097280234905,0.005404759551433935,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-19,77.69013600762653,88.65073345773936,-0.0070243845191657606,-0.001497916130212218,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-03-20,79.93801407022484,89.21511701824606,0.02893389274511815,0.006366372149371413,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-21,80.37016816245783,89.1795579755236,0.005406114941176154,-0.00039857642864715714,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-22,82.26032327018014,89.73465794973309,0.02351811811444282,0.006224520358823149,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-23,83.07604964407426,90.92216165164568,0.0099164012669255,0.013233501180533791,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-26,83.67087729684754,90.38902125762516,0.007160037764454508,-0.005863701261999976,1.5892753443471035,-2.7428381266556183,0.5350928556859195,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-27,83.35059579799018,90.57253860982365,-0.003827873080869737,0.0020303057787895984,1.6011001533846305,-2.795848143372285,0.19387780811231678,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2018-03-28,82.9808149161169,90.21369935284832,-0.004436451573417544,-0.0039618990754048955,1.6107469854988814,-2.8390569664232164,0.2749732054785798,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-29,85.7542864204562,90.33515596690248,0.033423044918791556,0.001346321178772536,1.6191805666864163,-2.876230655255333,1.6657161488009886,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-03-30,85.5775324746112,89.39296233651784,-0.0020611674730562912,-0.010429977347134245,1.6182579140219295,-2.871019394422965,2.2177976237271944,-1.0,0.0,-0.3819333437873166,0.6180666562126834,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-04-02,84.55037423155264,88.94589323171358,-0.012002662537194508,-0.005001166681570246,1.6156172411701013,-2.858170673645831,1.9337270573849659,-1.0,-1.0,-0.3823189357601299,0.6176810642398702,-0.3819333437873166,0.6180666562126834,1.0,1.0,0.0005,0.0014931626691410517,0.0009931626691410517,1.000993162669141
2018-04-03,84.29288345088517,88.80673394962434,-0.0030454126668002512,-0.0015645385866969175,1.6059623037049178,-2.813889694084012,1.8151969770792866,-1.0,-1.0,-0.3837354049896623,0.6162645950103376,-0.3823189357601299,0.6176810642398702,1.0,0.0007711839456264746,3.855919728132373e-07,0.00019793307044619658,0.00019754747847338335,1.0011909063443956
2018-04-04,85.33729864651843,89.54590105281576,0.01239031283396308,0.008323322684186563,1.6004587061824067,-2.7883627757904037,1.6961481320355543,-1.0,-1.0,-0.3845475406406457,0.6154524593593543,-0.3837354049896623,0.6162645950103376,0.9999999999999999,0.002832938459065071,1.4164692295325353e-06,0.0003747673698211553,0.00037335090059162276,1.0015647018709435
2018-04-05,87.50089238723974,90.49171981878536,0.02535343601258444,0.010562390403685118,1.5934331626837785,-2.755971044178537,1.9386725475390862,-1.0,-1.0,-0.3855892700026878,0.6144107299973122,-0.3845475406406457,0.6154524593593543,1.0,0.0016242713019666843,8.121356509833422e-07,-0.0032489523147676757,-0.003249764450418659,0.9983098525080091
2018-04-06,85.80877601050898,89.4380854021902,-0.019338275651432424,-0.011643434545228204,1.5767989057312886,-2.6804010598009214,1.8210664424391352,-1.0,-1.0,-0.38807840137459343,0.6119215986254066,-0.3855892700026878,0.6144107299973122,1.0,0.0020834587240842195,1.0417293620421097e-06,0.00030278047293699675,0.0003017387435749546,0.9986110812686032
2018-04-09,83.34587659399666,88.81848754282186,-0.028702185615731013,-0.006927673558552838,1.555098513537675,-2.58245637715423,1.0901619067512927,-1.0,-1.0,-0.39137434220312894,0.6086256577968712,-0.38807840137459343,0.6119215986254066,1.0,0.00497826274381119,2.489131371905595e-06,0.006899505231005131,0.006897016099633225,1.005498517973385
2018-04-10,83.62554953835607,89.3549778786673,0.003355570254804263,0.006040300287558864,1.5314861608400998,-2.476080690803058,0.8472605334391617,-1.0,-1.0,-0.39502487332110864,0.6049751266788914,-0.39137434220312894,0.6086256577968712,1.0,0.006591881657070975,3.2959408285354874e-06,0.0023629976346157397,0.002359701693787204,1.0078711945293475
2018-04-11,82.14419370372984,87.7845198966479,-0.01771415366241369,-0.01757549516885215,1.5198079775982978,-2.4230035854720384,1.158759362675608,-1.0,-1.0,-0.39685563697323045,0.6031443630267697,-0.39502487332110864,0.6049751266788914,1.0,0.0073010622359594435,3.6505311179797217e-06,-0.003635206109734953,-0.003638856640852933,1.00420369574001
2018-04-12,81.9524950858939,87.43683485795421,-0.002333684332301522,-0.003960664580760054,1.508985591285476,-2.373702364673613,1.2471331231844058,-1.0,-1.0,-0.3985674543023785,0.6014325456976216,-0.39685563697323045,0.6031443630267697,1.0,0.0036615273042435725,1.8307636521217862e-06,-0.0014627167335352416,-0.0014645474971873634,1.0027329917307477
2018-04-13,83.23241927838497,87.37778402633812,0.015617879494084885,-0.0006753541766696403,1.4905707290658898,-2.2900166508083117,1.764745776015656,-1.0,-1.0,-0.40151439520653914,0.5984856047934609,-0.3985674543023785,0.6014325456976216,1.0,0.003423634658296093,1.7118173291480465e-06,-0.0066309584532806744,-0.006632670270609822,0.9960821944271355
2018-04-16,84.51760250520482,88.38958958244721,0.01544089716437691,0.011579666014465584,1.4777628042483124,-2.231668425371823,1.6248881327195472,-1.0,-1.0,-0.4035898828917054,0.5964101171082945,-0.40151439520653914,0.5984856047934609,1.0,0.005893881808321344,2.946940904160672e-06,0.0007305209315725597,0.000727573990668399,0.9968069179243687
2018-04-17,85.85669022292204,88.9575093690095,0.0158438914264607,0.006425188636412393,1.5138666209648222,-2.3927379501616732,1.7716927621861978,-1.0,-1.0,-0.39779357888772954,0.6022064211122705,-0.4035898828917054,0.5964101171082945,0.9999999999999999,0.004150975370332655,2.075487685166327e-06,-0.0025623867782685696,-0.002564462265953736,0.99425064419691
2018-04-18,84.37609355939784,88.71366287558818,-0.01724497717859741,-0.002741156931561628,1.5029699605782911,-2.3431839386531026,1.2696605690759553,-1.0,-1.0,-0.3995253701602388,0.6004746298397613,-0.39779357888772954,0.6022064211122705,1.0,0.011592608007951866,5.796304003975933e-06,0.005209198884248663,0.005203402580244687,0.9994241305643342
2018-04-19,84.94439000320072,88.43755670994638,0.006735277965941977,-0.0031123296760839914,1.4767854438307166,-2.2248564177543537,1.5918499487126685,-1.0,-1.0,-0.403749142862109,0.596250857137891,-0.3995253701602388,0.6004746298397613,1.0,0.0034635825450184954,1.7317912725092476e-06,-0.004559789432660908,-0.004561521223933417,0.9948652361810538
2018-04-20,86.83144935971393,88.25629021312879,0.022215232300121235,-0.0020496551867901225,1.4578876334139996,-2.1387644724230483,2.2737781882320487,-1.0,-1.0,-0.40685342421899184,0.593146575781008,-0.403749142862109,0.596250857137891,1.0,0.00844754540374043,4.2237727018702155e-06,-0.010191489661617321,-0.010195713434319192,0.9847218753271855
2018-04-23,88.71024040521385,89.49267112711352,0.0216372185349194,0.014008983507000083,1.539298695767921,-2.5026513259173795,2.1616067446530782,-1.0,-1.0,-0.393809519796404,0.606190480203596,-0.40685342421899184,0.593146575781008,0.9999999999999999,0.006208562713765853,3.1042813568829266e-06,-0.0004937958541568789,-0.0004969001355137619,0.984232566893892
2018-04-24,88.3847471858387,89.16641993650146,-0.003669173005149684,-0.0036455632232573754,1.605364786219266,-2.7976001161789084,2.0924430718517173,-1.0,-1.0,-0.38382341132779885,0.6161765886722012,-0.393809519796404,0.606190480203596,1.0,0.02608780884517581,1.3043904422587903e-05,-0.000764950461711032,-0.0007779943661336199,0.9834668395018834
2018-04-25,88.0578690726513,88.94083621950239,-0.0036983543382220763,-0.0025299178453022098,1.6816091352166531,-3.1381312496117006,1.991792280121229,-1.0,-1.0,-0.37291042414322917,0.6270895758567709,-0.38382341132779885,0.6161765886722012,1.0,0.019972216937210296,9.986108468605148e-06,-0.00013936116914387985,-0.000149347277612485,0.9833199614067816
2018-04-26,90.03075301076292,89.24136709077503,0.022404402455888484,0.003378997590386401,1.7865284693507597,-3.6069287707449433,2.2993473178495143,-1.0,-1.0,-0.35886947181738016,0.6411305281826198,-0.37291042414322917,0.6270895758567709,1.0,0.021825974369139467,1.0912987184569734e-05,-0.0062359010567245195,-0.006246814043909089,0.9771773444622095
2018-04-27,88.60128687191049,89.16225097815186,-0.015877531743864748,-0.0008865407960715332,1.9185977126358746,-4.197651460781041,1.79903129841139,-1.0,-1.0,-0.34263029662175315,0.6573697033782469,-0.35886947181738016,0.6411305281826198,1.0,0.02808190465169791,1.4040952325848954e-05,0.005129573061843647,0.0051155321095177975,0.9821761265444993
2018-04-30,88.06857436572646,89.02188128505396,-0.006012469175015078,-0.0015743175117044483,2.12731283400079,-5.131899347523496,1.6349936911661798,-1.0,-1.0,-0.3197633409513093,0.6802366590486907,-0.34263029662175315,0.6573697033782469,1.0,0.03247835039125402,1.623917519562701e-05,0.0010251454611722307,0.0010089062859766037,0.9831670502125062
2018-05-01,87.4038949263378,88.15138251290243,-0.007547294187236653,-0.009778480971033843,2.3027794238992723,-5.91670371259596,1.9325484369937331,-1.0,-1.0,-0.30277529064275105,0.697224709357249,-0.3197633409513093,0.6802366590486907,1.0,0.04573391134088767,2.2866955670443834e-05,-0.004238333221854069,-0.004261200177524513,0.9789775786036043
2018-05-02,87.93729334045639,88.15987249819447,0.0061026847209513235,9.631142530075465e-05,2.340197004786024,-6.082554919240308,1.9875101073975443,-1.0,-1.0,-0.2993835389251422,0.7006164610748578,-0.30277529064275105,0.697224709357249,1.0,0.03397610061711659,1.6988050308558294e-05,-0.001780591434574012,-0.0017975794848825702,0.9772177885921465
2018-05-03,86.84198733012154,87.82618300986547,-0.01245553471943106,-0.0037850495795106465,2.325977614300905,-6.017045829322442,1.8028868394086233,-1.0,-1.0,-0.30066347882205824,0.6993365211779418,-0.2993835389251422,0.7006164610748578,1.0,0.006783503435217608,3.391751717608804e-06,0.0010771140221186217,0.0010737222704010128,0.9782670490947898
2018-05-04,87.9015229976173,88.77053821837353,0.012200730315717445,0.010752547544984115,2.379878203226139,-6.257390288383182,1.4225769551755076,-1.0,-1.0,-0.29586864965888016,0.7041313503411198,-0.30066347882205824,0.6993365211779418,1.0,0.0025598797938320428,1.2799398969160214e-06,0.003851335173016253,0.0038500552331193366,0.9820334312665454
2018-05-07,87.9192761540876,89.31171038829524,0.00020196642634706663,0.006096303805102954,2.4102112653328596,-6.39280042878146,1.0381882252273418,-1.0,-1.0,-0.2932369645733351,0.7067630354266649,-0.29586864965888016,0.7041313503411198,1.0,0.009589658326356165,4.794829163178083e-06,0.004232843096537114,0.004228048267373936,0.9861855160141153
2018-05-08,87.82732539373202,89.31016597737049,-0.0010458543834508394,-1.7292367574639478e-05,2.450126044333065,-6.571274470914274,0.9855385019252916,-1.0,-1.0,-0.28984448311461836,0.7101555168853817,-0.2932369645733351,0.7067630354266649,1.0,0.005263370171090076,2.631685085545038e-06,0.00029446155859207514,0.0002918298735065301,0.9864733144085077
2018-05-09,88.04971288507595,89.86699566684268,0.0025320990972566015,0.0062347850704171925,2.5006821503720906,-6.797686248124653,0.6492288665093149,-1.0,-1.0,-0.28565861082066796,0.7143413891793321,-0.28984448311461836,0.7101555168853817,1.0,0.006784962917433579,3.3924814587167893e-06,0.003693752060312051,0.0036903595788533344,0.9901137556536184
2018-05-10,86.40351150372656,89.6104484528421,-0.01869627199691193,-0.00285474341382963,2.5392281370520253,-6.970516426894171,0.35306370753511773,0.0,-1.0,0.0,-0.0,-0.28565861082066796,0.7143413891793321,1.0,0.008371744587900798,4.185872293950399e-06,0.0033014897101776106,0.00329730383788366,0.9933784615400764
2018-05-11,87.15668470698529,90.48110664928805,0.008716928168205795,0.009716034362936332,2.6124259499342815,-7.299395212476294,-0.05496702015195617,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0005,0.0,-0.0005,0.9928817723093064
2018-05-14,87.99329296611981,90.4948068837016,0.00959889952155879,0.00015141541611174425,2.6370057063536754,-7.409667931209278,0.15788534571598048,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-15,87.32912443883862,90.98939013046184,-0.007547944904583992,0.005465321865329331,2.6237238679262287,-7.350602887339241,-0.35899155573890057,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.9928817723093064
2018-05-16,85.9619393046737,89.9563784135179,-0.015655546107329,-0.011353100789694315,2.655064446803977,-7.491492346141828,-0.014730317458450836,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-17,86.89480072034553,90.25554077691687,0.010852028504911848,0.003325638144565657,2.6509230926216905,-7.47278653511988,0.03236421994360994,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-18,84.35279327839304,88.91235879484492,-0.02925384972264866,-0.014881989188806455,2.6386688900916657,-7.417481795138313,0.27136660737169055,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-21,82.92231156431943,87.31595366190453,-0.016958320625524825,-0.017954817019576685,2.541519745419012,-6.980707437495925,0.9542602097431148,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-22,81.62442416111651,87.0944271422676,-0.01565184784068885,-0.002537068088320882,2.4196471469803607,-6.43276124810889,0.6434770151013899,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-23,82.09273439098997,86.40914810500347,0.005737378666820225,-0.007868230606129845,2.2025752033826187,-5.457071896322957,1.0663706314802404,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-24,84.51444660974339,86.55413239284147,0.029499714398832477,0.0016778812315314529,1.90979162307256,-4.141528187422871,1.4455594879732743,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-25,88.2816748628095,88.3382181720233,0.044574962082657654,0.02061236973740832,1.743579552411708,-3.3938398163349284,1.4809660028777234,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-28,87.08123585208203,87.69696807388331,-0.013597827777882099,-0.007259033648281954,1.5853179975814857,-2.68168704224947,1.362896421156603,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-29,87.09407521487589,87.22332947112817,0.00014744121013232636,-0.0054008549344158885,1.2452405358807022,-1.1533996651479335,1.3858264737967902,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-30,87.11187260722288,87.40220144075853,0.0002043467630039597,0.0020507354020413704,0.9793696686406126,0.041954892536653965,1.1984540164523978,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-05-31,87.35720534060401,87.80843705776712,0.0028162950242995866,0.004647887699761544,0.7742345490145737,0.9645260153858799,1.0689784718797257,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-06-01,88.58504556508883,87.68667377899179,0.014055397258846636,-0.0013866922457033137,0.49549317109716506,2.217522925632929,1.3373419141009795,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-06-04,86.68782742598047,87.54181478850579,-0.021416912154934353,-0.001652006904163228,0.4184090872156232,2.565094073772381,0.7214231247863304,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-06-05,88.14090366364336,88.11464309890489,0.016762171585204433,0.006543482240835452,0.4132665123825598,2.5901181886911804,1.0838044251914043,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-06-06,88.23441292892325,88.54561985963124,0.0010609065869886525,0.004891091259855651,0.34166572185919275,2.9132387174626,1.0282589847563295,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-06-07,88.59806370127727,87.74323938669352,0.004121416579798254,-0.009061774870509853,0.2319398365666323,3.407587377260916,1.1848527722671616,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
2018-06-08,88.39071806954956,87.69827093313839,-0.0023402952961455448,-0.0005125004942767575,0.1779822836487991,3.651755131650038,1.0923730035856927,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9928817723093064
