,Rolling-beta pairs trade,50/50 buy and hold
2018-06-12,0.9928817723093064,0.9978350636136626
2018-06-13,0.9928817723093064,1.0032456114947537
2018-06-14,0.9928817723093064,0.9939826338084288
2018-06-15,0.9928817723093064,1.004387362238556
2018-06-18,0.9928817723093064,1.0014809230796842
2018-06-19,0.9928817723093064,0.9884054701999255
2018-06-20,0.9928817723093064,0.9879617453153519
2018-06-21,0.9928817723093064,0.9903467020089585
2018-06-22,0.9928817723093064,0.972259197183175
2018-06-25,0.9928817723093064,0.9617128193190733
2018-06-26,0.9928817723093064,0.9701541362160585
2018-06-27,0.9928817723093064,0.9476039443036425
2018-06-28,0.9928817723093064,0.9501467334091128
2018-06-29,0.9928817723093064,0.9333653563388903
2018-07-02,0.9928817723093064,0.9462114641385923
2018-07-03,0.9928817723093064,0.9303246666442029
2018-07-04,0.9928817723093064,0.9435046737454887
2018-07-05,0.9928817723093064,0.9403882689750651
2018-07-06,0.9928817723093064,0.9206975366602882
2018-07-09,0.9928817723093064,0.9384876659325169
2018-07-10,0.9928817723093064,0.9501032537452597
2018-07-11,0.9928817723093064,0.9418552338054305
2018-07-12,0.9928817723093064,0.9376065366541699
2018-07-13,0.9928817723093064,0.9417552963590666
2018-07-16,0.9928817723093064,0.9399925572462714
2018-07-17,0.9928817723093064,0.9466998391728053
2018-07-18,0.9928817723093064,0.9440143489785728
2018-07-19,0.9928817723093064,0.9472571676704636
2018-07-20,0.9928817723093064,0.9361589731070917
2018-07-23,0.9928817723093064,0.9324456897018509
2018-07-24,0.9928817723093064,0.9209515038362925
2018-07-25,0.9928817723093064,0.9283578998596972
2018-07-26,0.9928817723093064,0.9241735482412782
2018-07-27,0.9928817723093064,0.9328669113939165
2018-07-30,0.9928817723093064,0.9331812926508486
2018-07-31,0.9928817723093064,0.9241200131939672
2018-08-01,0.9928817723093064,0.9192187431783861
2018-08-02,0.9928817723093064,0.9209978851465406
2018-08-03,0.9928817723093064,0.9222360334067622
2018-08-06,0.9928817723093064,0.9238824017034654
2018-08-07,0.9928817723093064,0.9276656972176024
2018-08-08,0.9928817723093064,0.9184734282493755
2018-08-09,0.9928817723093064,0.923380317042633
2018-08-10,1.0004163854122405,0.9314008239571956
2018-08-13,0.9967066784449943,0.9289772327712109
2018-08-14,0.9981277087273357,0.9168895530251124
2018-08-15,0.9905659626693663,0.9289218730803718
2018-08-16,0.9854673221000187,0.9489996760983154
2018-08-17,0.9954729946278154,0.923388039821653
2018-08-20,1.0016742434156507,0.9149505186428589
2018-08-21,0.9986913075680565,0.9123346420985199
2018-08-22,0.9943522475328812,0.900831038787205
2018-08-23,0.9922495889603054,0.9097166398643637
2018-08-24,0.9942434609022133,0.9077203992466034
2018-08-27,0.9932201968126985,0.9095048953834369
2018-08-28,0.9910099973735524,0.9054102611708603
2018-08-29,0.9932021833116523,0.9073180924019572
2018-08-30,0.988869862325565,0.9070554799177237
2018-08-31,1.0046473457945975,0.8922025255408065
2018-09-03,1.0041450221217003,0.8857639265036696
2018-09-04,1.0041450221217003,0.8696281470359162
2018-09-05,1.0041450221217003,0.8850152297180487
2018-09-06,1.0041450221217003,0.8789347447524072
2018-09-07,1.0041450221217003,0.8760173664581961
2018-09-10,1.0041450221217003,0.8774251438741888
2018-09-11,1.0041450221217003,0.8687394030609668
2018-09-12,1.0041450221217003,0.8599152959442206
2018-09-13,0.9941276900375065,0.8571094422323183
2018-09-14,0.9943555829397087,0.8553076520827078
2018-09-17,0.9980368145197857,0.8573647398593544
2018-09-18,1.0048905652405584,0.8633538920055452
2018-09-19,1.0046895787761612,0.8722121562456877
2018-09-20,1.0116986371878853,0.8834852420940307
2018-09-21,1.0116641795323515,0.8865943188513722
2018-09-24,1.0105175512851268,0.8814059422305954
2018-09-25,1.0131745254625444,0.8731930276937243
2018-09-26,1.0197100868005695,0.8862826679575446
2018-09-27,1.0192002317571693,0.8918547976660044
2018-09-28,1.0192002317571693,0.889014410359206
2018-10-01,1.0192002317571693,0.8923359125300065
2018-10-02,1.0192002317571693,0.8990431587447482
2018-10-03,1.0192002317571693,0.9008967163156716
2018-10-04,1.0192002317571693,0.9143436514524641
2018-10-05,1.0192002317571693,0.9081122666910583
2018-10-08,1.0192002317571693,0.923393775379552
2018-10-09,1.0192002317571693,0.9081434054626538
2018-10-10,1.0192002317571693,0.9174634670826335
2018-10-11,1.0192002317571693,0.9238076240134167
2018-10-12,1.0192002317571693,0.928803630695263
2018-10-15,1.0192002317571693,0.956671836101814
2018-10-16,1.0192002317571693,0.9713555122455257
2018-10-17,1.0192002317571693,0.9707460624552317
2018-10-18,1.0192002317571693,0.9599665071589072
2018-10-19,1.0192002317571693,0.9618644809514978
2018-10-22,1.0192002317571693,0.9495318995864368
2018-10-23,1.0192002317571693,0.9509312291234311
2018-10-24,1.0192002317571693,0.9576115138176994
2018-10-25,1.0192002317571693,0.9424845270711296
2018-10-26,1.0192002317571693,0.9218154368408995
2018-10-29,1.0192002317571693,0.9133624786620359
2018-10-30,1.0192002317571693,0.9124019334294012
2018-10-31,1.0192002317571693,0.89837368940416
2018-11-01,1.0211446983117154,0.9014257151719846
2018-11-02,1.0184538192294457,0.8909808915072678
2018-11-05,1.0165587502045808,0.8756299908768009
2018-11-06,1.016296817103883,0.8740832174243618
2018-11-07,1.0194167660900821,0.8686684622249515
2018-11-08,1.0141456472534527,0.8491201636961189
2018-11-09,1.0054846250122274,0.8454295544867249
2018-11-12,1.0015706410662002,0.8412406668830879
2018-11-13,0.9924968236877246,0.8360518580580613
2018-11-14,0.9912781111452147,0.826039450650785
2018-11-15,1.0021819665091807,0.83151883333384
2018-11-16,1.0006459423883676,0.820591652390597
2018-11-19,1.0071091824871115,0.8192131719729978
2018-11-20,1.0019592808189897,0.8157687661043588
2018-11-21,1.0067019347873345,0.8134461216451848
2018-11-22,1.0059396150985078,0.816449892144146
2018-11-23,1.0062870923963767,0.8206119253159196
2018-11-26,1.0049362637788932,0.8408097593209927
2018-11-27,1.017000060219597,0.8405056522365307
2018-11-28,1.0164915601894873,0.8493839263549993
2018-11-29,1.0164915601894873,0.8501836415649754
2018-11-30,1.0164915601894873,0.8459171935652221
2018-12-03,1.0164915601894873,0.8386455718503898
2018-12-04,1.0164915601894873,0.8346628974524702
2018-12-05,1.0164915601894873,0.84547458018649
2018-12-06,1.0164915601894873,0.8451650122363017
2018-12-07,1.0164915601894873,0.8552807216754635
2018-12-10,1.0164915601894873,0.8429577177959876
2018-12-11,1.0164915601894873,0.8510812292455682
2018-12-12,1.0164915601894873,0.8561200099197042
2018-12-13,1.0164915601894873,0.8375261861608029
2018-12-14,1.0164915601894873,0.8287178012377568
2018-12-17,1.0164915601894873,0.813171218987983
2018-12-18,1.0164915601894873,0.7833500502246775
2018-12-19,1.0164915601894873,0.7811274550589181
2018-12-20,1.0164915601894873,0.8035455431425284
2018-12-21,1.0107651062033518,0.8096860231922078
2018-12-24,1.0139184280481934,0.7955778327821874
2018-12-25,1.0163421368600054,0.7848175397020056
2018-12-26,1.019920543984022,0.7915951539355902
2018-12-27,1.0147718802349421,0.7981290605022444
2018-12-28,1.0188441414047622,0.7948244508099316
2018-12-31,1.0219209996538638,0.7916408326142045
2019-01-01,1.016923164038735,0.7968180078777243
2019-01-02,1.0132823196346135,0.8073373430615545
2019-01-03,1.015954746407717,0.8097715503071745
2019-01-04,1.021924976237461,0.8062133100980042
2019-01-07,1.0282893830894646,0.7916812747748646
2019-01-08,1.02777523839792,0.7930625109653117
2019-01-09,1.02777523839792,0.7787507435134233
2019-01-10,1.02777523839792,0.7919055523736193
2019-01-11,1.02777523839792,0.781091892560699
2019-01-14,1.02777523839792,0.7838427280122091
2019-01-15,1.02777523839792,0.7939678633134949
2019-01-16,1.02777523839792,0.7905621365730491
2019-01-17,1.02777523839792,0.7980227587640824
2019-01-18,1.02777523839792,0.8137402731136341
2019-01-21,1.02777523839792,0.8163033238499313
2019-01-22,1.02777523839792,0.8184846373680463
2019-01-23,1.02777523839792,0.8169198299487883
2019-01-24,1.02777523839792,0.7974412718089764
2019-01-25,1.02777523839792,0.7921888629056113
2019-01-28,1.02777523839792,0.7997547748763909
2019-01-29,1.02777523839792,0.7894593247538337
2019-01-30,1.02777523839792,0.7776219062347466
2019-01-31,1.02777523839792,0.7758143529437633
2019-02-01,1.02777523839792,0.7748613434791406
2019-02-04,1.02777523839792,0.7855704898276158
2019-02-05,1.02777523839792,0.7905592341903742
2019-02-06,1.02777523839792,0.7906356978224189
2019-02-07,1.02777523839792,0.808541242916258
2019-02-08,1.02777523839792,0.794964862774058
2019-02-11,1.02777523839792,0.7934424083912542
2019-02-12,1.02777523839792,0.7781557901681353
2019-02-13,1.02777523839792,0.7915255797359165
2019-02-14,1.02777523839792,0.8009573479945237
2019-02-15,1.02777523839792,0.8045304863608622
2019-02-18,1.02777523839792,0.8077846579563976
2019-02-19,1.02777523839792,0.8139815268736468
2019-02-20,1.02777523839792,0.8185148409670332
2019-02-21,1.02777523839792,0.8143209011028439
2019-02-22,1.02777523839792,0.8240669581735612
2019-02-25,1.02777523839792,0.8366008951381757
2019-02-26,1.02777523839792,0.840786683918239
2019-02-27,1.02777523839792,0.8469222587050945
2019-02-28,1.02777523839792,0.8595873622514653
2019-03-01,1.0232729573367798,0.858450845880191
2019-03-04,1.022287001337825,0.853786354931667
2019-03-05,1.0268049576319984,0.8646202916391186
2019-03-06,1.0311685100090544,0.8651818405196179
2019-03-07,1.0329074736338633,0.8641598934049513
2019-03-08,1.0323910198970463,0.8582167279308056
2019-03-11,1.0323910198970463,0.8531424232923595
2019-03-12,1.0323910198970463,0.8502275894068044
2019-03-13,1.0323910198970463,0.8546401059561395
2019-03-14,1.0323910198970463,0.8454085800900588
2019-03-15,1.0323910198970463,0.8437191884333913
2019-03-18,1.0323910198970463,0.8378420638240431
2019-03-19,1.0323910198970463,0.8383758599802321
2019-03-20,1.0323910198970463,0.8319627025281161
2019-03-21,1.0323910198970463,0.8322657151536906
2019-03-22,1.0323910198970463,0.8284033643676075
2019-03-25,1.0323910198970463,0.8369931940690657
2019-03-26,1.0323910198970463,0.8312760498966433
2019-03-27,1.0323910198970463,0.8349888508721468
2019-03-28,1.0323910198970463,0.8452200782813523
2019-03-29,1.0323910198970463,0.8467071352674171
2019-04-01,1.0323910198970463,0.8364316922333361
2019-04-02,1.0323910198970463,0.8449030320777839
2019-04-03,1.0323910198970463,0.8448482253442675
2019-04-04,1.0323910198970463,0.8332022181225128
2019-04-05,1.0323910198970463,0.8343544204990674
2019-04-08,1.0323910198970463,0.8467800460438151
2019-04-09,1.0323910198970463,0.8459906455110036
2019-04-10,1.0323910198970463,0.8411333307449874
2019-04-11,1.0323910198970463,0.8393656414446135
2019-04-12,1.0323910198970463,0.8380940425671513
2019-04-15,1.0323910198970463,0.8177728464355991
2019-04-16,1.0323910198970463,0.8069759845291109
2019-04-17,1.0323910198970463,0.808030972819497
2019-04-18,1.0356508311786154,0.8028379670853185
2019-04-19,1.0378502431305405,0.8177530966494487
2019-04-22,1.0366057628004293,0.8338676979963328
2019-04-23,1.0310448807355048,0.830229032953073
2019-04-24,1.0271727632096734,0.8320506692013317
2019-04-25,1.030296829649156,0.8579099189446121
2019-04-26,1.0327710018711809,0.858943988948199
2019-04-29,1.0346900538745112,0.8550791444929822
2019-04-30,1.0429893030500696,0.8506153219379772
2019-05-01,1.0424678083985446,0.8640605494486713
2019-05-02,1.0424678083985446,0.8824179237036859
2019-05-03,1.0424678083985446,0.8902445879213629
2019-05-06,1.0424678083985446,0.8836749328299187
2019-05-07,1.0424678083985446,0.8791841716984895
2019-05-08,1.0424678083985446,0.8709767845869673
2019-05-09,1.0424678083985446,0.8671548500227004
2019-05-10,1.0424678083985446,0.8655021709923287
2019-05-13,1.0424678083985446,0.8620459510445879
2019-05-14,1.0424678083985446,0.864139527471936
2019-05-15,1.0424678083985446,0.8623341251104638
2019-05-16,1.0424678083985446,0.8743452785888981
2019-05-17,1.0424678083985446,0.8708931807591735
2019-05-20,1.0424678083985446,0.8692286942783373
2019-05-21,1.0424678083985446,0.8721299412265953
2019-05-22,1.0424678083985446,0.8894361058526044
2019-05-23,1.0424678083985446,0.8996252438588407
2019-05-24,1.0424678083985446,0.8968130143766815
2019-05-27,1.0424678083985446,0.878226039367409
2019-05-28,1.0424678083985446,0.8726613958283057
2019-05-29,1.0424678083985446,0.8527940931147755
2019-05-30,1.0424678083985446,0.8451647142416535
2019-05-31,1.0424678083985446,0.8525644309570409
2019-06-03,1.0424678083985446,0.8533828344233282
2019-06-04,1.0424678083985446,0.8510387251885324
2019-06-05,1.0424678083985446,0.838684075671769
2019-06-06,1.0424678083985446,0.8391107074586743
2019-06-07,1.0424678083985446,0.8314808971116826
2019-06-10,1.0424678083985446,0.8358489819225339
2019-06-11,1.0424678083985446,0.844993901036905
2019-06-12,1.0424678083985446,0.8421574998021973
2019-06-13,1.052711167512184,0.8459086540597475
2019-06-14,1.0448644165846934,0.8269496077930113
2019-06-17,1.0446625677692338,0.8264266524868414
2019-06-18,1.0473888295240927,0.8277662523147756
2019-06-19,1.0494753303430124,0.818612469904276
2019-06-20,1.0466813062659066,0.8169933895030268
2019-06-21,1.050733070917185,0.8096761749585963
2019-06-24,1.0486455561850505,0.8195595725919432
2019-06-25,1.0461370550824063,0.8287178162102823
2019-06-26,1.0360101950269984,0.8291495201738809
2019-06-27,1.0382556473489208,0.8267174651714917
2019-06-28,1.0344301079285514,0.8282613813435958
2019-07-01,1.0341289272327479,0.8265460388442747
2019-07-02,1.0377104993948947,0.8267742425710016
2019-07-03,1.042588350199305,0.829265228638182
2019-07-04,1.0515359933605153,0.825405398960714
2019-07-05,1.0510102253638351,0.8132783470993965
2019-07-08,1.0510102253638351,0.8251510948451745
2019-07-09,1.0510102253638351,0.8305238449235409
2019-07-10,1.0510102253638351,0.8384870630791788
2019-07-11,1.0510102253638351,0.8536112851153184
2019-07-12,1.0510102253638351,0.8391350861788023
2019-07-15,1.0510102253638351,0.8320815768157453
2019-07-16,1.0510102253638351,0.8634221587316482
2019-07-17,1.0585834290018146,0.8588810737170909
2019-07-18,1.05665828052576,0.8573922759607043
2019-07-19,1.0617409987984596,0.8620916827700666
2019-07-22,1.0641273216740879,0.8619301427246
2019-07-23,1.071825832550187,0.8447721870978213
2019-07-24,1.0750581170829605,0.8346359400036714
2019-07-25,1.0748740164867194,0.841227489855043
2019-07-26,1.0681530639574905,0.8500522073909381
2019-07-29,1.0605510716774031,0.8424397815171727
2019-07-30,1.059534547964134,0.8519158091295157
2019-07-31,1.059673433028203,0.8555903351071061
2019-08-01,1.0633622904696105,0.861365081788591
2019-08-02,1.059870404997574,0.8613793140935325
2019-08-05,1.062095987399163,0.8585099361791823
2019-08-06,1.0591204270699341,0.8541795492178855
2019-08-07,1.0327742433214275,0.8820409673350542
2019-08-08,1.0342030419896127,0.8803899590298379
2019-08-09,1.042884435147136,0.8840102163745582
2019-08-12,1.0525803309509,0.8750695651215205
2019-08-13,1.0646499860557923,0.8692494657827682
2019-08-14,1.0801555733369212,0.8521123511976698
2019-08-15,1.0796154955502528,0.8574397037449192
2019-08-16,1.0796154955502528,0.8665276214172044
2019-08-19,1.0796154955502528,0.8505161685905082
2019-08-20,1.0796154955502528,0.862702528491615
2019-08-21,1.0796154955502528,0.8726511166006339
2019-08-22,1.0796154955502528,0.8637146657253194
2019-08-23,1.0796154955502528,0.8572070312487816
2019-08-26,1.0796154955502528,0.8529595394204605
2019-08-27,1.0796154955502528,0.8548863997955276
2019-08-28,1.0796154955502528,0.8550549368895702
2019-08-29,1.0796154955502528,0.8557215987530017
2019-08-30,1.0796154955502528,0.8598911203891317
2019-09-02,1.0796154955502528,0.8583904177751392
2019-09-03,1.0796154955502528,0.8555939946166651
2019-09-04,1.0796154955502528,0.8576527077435161
2019-09-05,1.0796154955502528,0.8550015283410677
2019-09-06,1.0796154955502528,0.8429460472007579
2019-09-09,1.0796154955502528,0.8440677770632243
2019-09-10,1.0796154955502528,0.8370438296813566
2019-09-11,1.0796154955502528,0.8344408440298874
2019-09-12,1.0796154955502528,0.8379518872339282
2019-09-13,1.0796154955502528,0.829268989417108
2019-09-16,1.0796154955502528,0.8468493041758384
2019-09-17,1.0796154955502528,0.8441652416727408
2019-09-18,1.0796154955502528,0.8472610628712206
2019-09-19,1.0796154955502528,0.8496289011367375
2019-09-20,1.0796154955502528,0.8487423437221364
2019-09-23,1.0796154955502528,0.8534056869562429
2019-09-24,1.0796154955502528,0.8386963535051061
2019-09-25,1.0796154955502528,0.8391015476503869
2019-09-26,1.0796154955502528,0.8363014703138948
2019-09-27,1.0796154955502528,0.8238868123426192
2019-09-30,1.0796154955502528,0.8244508270528422
2019-10-01,1.0796154955502528,0.830966217530395
2019-10-02,1.0796154955502528,0.8350512252599871
2019-10-03,1.0796154955502528,0.8231860349003646
2019-10-04,1.0796154955502528,0.8334228467420508
2019-10-07,1.0796154955502528,0.8190911189318419
2019-10-08,1.0796154955502528,0.8174107294344554
2019-10-09,1.0796154955502528,0.8115257058706556
2019-10-10,1.0796154955502528,0.801666853698875
2019-10-11,1.0796154955502528,0.7979734238852328
2019-10-14,1.0796154955502528,0.8094757634320768
2019-10-15,1.0796154955502528,0.7969839578679044
2019-10-16,1.0796154955502528,0.7856361427076772
2019-10-17,1.0796154955502528,0.7820758070973188
2019-10-18,1.0796154955502528,0.7787375061190134
2019-10-21,1.0796154955502528,0.7783896151786648
2019-10-22,1.0796154955502528,0.7750368393254178
2019-10-23,1.0796154955502528,0.7701822926795131
2019-10-24,1.0796154955502528,0.7875135936406388
2019-10-25,1.0796154955502528,0.7787094227870677
2019-10-28,1.0796154955502528,0.7877413386142281
2019-10-29,1.0796154955502528,0.7804749538873513
2019-10-30,1.0796154955502528,0.7714461357324284
2019-10-31,1.0796154955502528,0.7625338679515175
2019-11-01,1.0796154955502528,0.7779181355599164
2019-11-04,1.0796154955502528,0.7808882975026151
2019-11-05,1.0796154955502528,0.7828275665814725
2019-11-06,1.0796154955502528,0.7786234360502124
2019-11-07,1.0796154955502528,0.7762122251921506
2019-11-08,1.0796154955502528,0.7781804280152896
2019-11-11,1.0796154955502528,0.7925640675673035
2019-11-12,1.0796154955502528,0.7914374020926365
2019-11-13,1.0796154955502528,0.7819453778097594
2019-11-14,1.0796154955502528,0.779053600181762
2019-11-15,1.0796154955502528,0.7760165306770856
2019-11-18,1.0796154955502528,0.7798001213944386
2019-11-19,1.0796154955502528,0.7764807896436869
2019-11-20,1.0796154955502528,0.7636846277255281
2019-11-21,1.0796154955502528,0.7476616729502297
2019-11-22,1.0796154955502528,0.7523016582384477
2019-11-25,1.0796154955502528,0.7564787210399978
2019-11-26,1.0796154955502528,0.7439830193576698
2019-11-27,1.0796154955502528,0.7491300631601402
2019-11-28,1.0796154955502528,0.7493078293645437
2019-11-29,1.0796154955502528,0.7591142325118543
2019-12-02,1.0796154955502528,0.7504208739423743
2019-12-03,1.0796154955502528,0.7464242215744533
2019-12-04,1.0796154955502528,0.7363358256338558
2019-12-05,1.0796154955502528,0.7300392589277407
2019-12-06,1.0796154955502528,0.7350966995778864
2019-12-09,1.0796154955502528,0.7391229822869372
2019-12-10,1.0796154955502528,0.7430263926935131
2019-12-11,1.0796154955502528,0.7290586422085674
2019-12-12,1.0796154955502528,0.7181469572556961
2019-12-13,1.0796154955502528,0.7112887995259343
2019-12-16,1.0796154955502528,0.7115449006338882
2019-12-17,1.0796154955502528,0.714266712583264
2019-12-18,1.0796154955502528,0.712899453080783
2019-12-19,1.0796154955502528,0.7090586060445913
2019-12-20,1.0796154955502528,0.7013228152768821
2019-12-23,1.0796154955502528,0.7055737259005992
2019-12-24,1.0796154955502528,0.7101562832117395
2019-12-25,1.0796154955502528,0.7236908497605917
2019-12-26,1.0796154955502528,0.7232333970087299
2019-12-27,1.0796154955502528,0.7072314190893656
2019-12-30,1.073351786732561,0.7039181921074333
2019-12-31,1.0750116335041793,0.7017395188666502
2020-01-01,1.0866231686803098,0.7043559328117134
2020-01-02,1.0884423012183284,0.7051899977561863
2020-01-03,1.089481562071915,0.7000750779989008
2020-01-06,1.0789586940912486,0.6975577157899077
2020-01-07,1.0891985358434784,0.7032150923392244
2020-01-08,1.1013461719937885,0.7122531730255494
2020-01-09,1.1007954989077917,0.7106991510245062
2020-01-10,1.1007954989077917,0.7049280414762655
2020-01-13,1.1007954989077917,0.692213081031534
2020-01-14,1.1007954989077917,0.6945192129165122
2020-01-15,1.1007954989077917,0.7025212075751446
2020-01-16,1.1007954989077917,0.7060372232343471
2020-01-17,1.1007954989077917,0.7103788894153663
2020-01-20,1.0973890112691453,0.7033972169347751
2020-01-21,1.105841822331275,0.6983606042618982
2020-01-22,1.0975948557100774,0.6952099761452617
2020-01-23,1.1069081430135332,0.685356027304998
2020-01-24,1.109533909959162,0.6819887061820824
2020-01-27,1.1072808948226835,0.6707235443522295
2020-01-28,1.1028939828763742,0.6740767137390477
2020-01-29,1.1018974130178225,0.6757174493057463
2020-01-30,1.1009679474643521,0.6754636623115744
2020-01-31,1.1076694448280833,0.6690700169895709
2020-02-03,1.1071156101056694,0.6611789500837634
2020-02-04,1.1071156101056694,0.6557282828372827
2020-02-05,1.1071156101056694,0.6511592366255331
2020-02-06,1.1071156101056694,0.642995258134483
2020-02-07,1.1071156101056694,0.6388226302354663
2020-02-10,1.1071156101056694,0.631062823911308
2020-02-11,1.1071156101056694,0.6259013775911999
2020-02-12,1.0990344495812865,0.6225564597631471
2020-02-13,1.0906273078586959,0.6169530735678597
2020-02-14,1.0945363711644944,0.6168570798860188
2020-02-17,1.0981495102518477,0.6225936249599339
2020-02-18,1.1144753755593002,0.6227370579500268
2020-02-19,1.1056770887827152,0.6202449195619558
2020-02-20,1.1025847106200626,0.6199598889395891
2020-02-21,1.1087788169558201,0.6259458194114361
2020-02-24,1.1078201762323268,0.6279639434943939
2020-02-25,1.1083048055085267,0.6241664539791038
2020-02-26,1.1198358603473981,0.6301550867530523
2020-02-27,1.1192759424172245,0.6326643066505236
2020-02-28,1.1192759424172245,0.6310593300174187
2020-03-02,1.1192759424172245,0.627920803652791
2020-03-03,1.1192759424172245,0.6222962076710618
2020-03-04,1.1192759424172245,0.6271019601649748
2020-03-05,1.1192759424172245,0.6288202413401371
2020-03-06,1.1192759424172245,0.6314276612667118
2020-03-09,1.1192759424172245,0.6359051516547644
2020-03-10,1.1192759424172245,0.6309123487795565
2020-03-11,1.1192759424172245,0.6342677250575599
2020-03-12,1.1192759424172245,0.6368070492949572
2020-03-13,1.1192759424172245,0.6264111884063873
2020-03-16,1.1192759424172245,0.6222922015643196
2020-03-17,1.1192759424172245,0.6143852418597812
2020-03-18,1.1192759424172245,0.6102514941753621
2020-03-19,1.1192759424172245,0.6057441895781779
2020-03-20,1.1192759424172245,0.6053120248155069
2020-03-23,1.1192759424172245,0.6037143662744495
2020-03-24,1.1192759424172245,0.6091205093040947
2020-03-25,1.1192759424172245,0.6250542068465231
2020-03-26,1.1192759424172245,0.6258622682418382
2020-03-27,1.1192759424172245,0.6364545602715715
2020-03-30,1.1192759424172245,0.6313950443736694
2020-03-31,1.1192759424172245,0.6291373941111419
2020-04-01,1.1192759424172245,0.6306501589377876
2020-04-02,1.1192759424172245,0.6368099300513932
2020-04-03,1.1192759424172245,0.6394250510075861
2020-04-06,1.1192759424172245,0.6355016396083891
2020-04-07,1.1192759424172245,0.6434000982749093
2020-04-08,1.1192759424172245,0.6365901880853438
2020-04-09,1.1192759424172245,0.6270161566336809
2020-04-10,1.1192759424172245,0.6425361189683038
2020-04-13,1.1192759424172245,0.648522541937543
2020-04-14,1.1192759424172245,0.6614745242708665
2020-04-15,1.1192759424172245,0.6595735082308154
2020-04-16,1.1192759424172245,0.6634849202456622
2020-04-17,1.1192759424172245,0.6713201802431619
2020-04-20,1.1192759424172245,0.6710903623951986
2020-04-21,1.1131064548607477,0.660701959442038
2020-04-22,1.1219497360455526,0.6580427161808778
2020-04-23,1.1235119796847162,0.6562869445649114
2020-04-24,1.1352343928545257,0.6487506515746797
2020-04-27,1.13638445271244,0.6330847798317563
2020-04-28,1.1344035107732087,0.6318211369425453
2020-04-29,1.1366586075820788,0.6252278877463966
2020-04-30,1.1339430057368822,0.6206173350373809
2020-05-01,1.1263246779359344,0.6091667249218518
2020-05-04,1.1149235933065453,0.6150914704978507
2020-05-05,1.1102135311032353,0.6246083243807343
2020-05-06,1.111834427680378,0.6261817246701722
2020-05-07,1.1041311216399068,0.6273970906837585
2020-05-08,1.1098381941450517,0.623938951706276
2020-05-11,1.1134640238174116,0.6263641624035067
2020-05-12,1.1055093528166606,0.6153483923664488
2020-05-13,1.114757502282747,0.6098330582182679
2020-05-14,1.1170947336660193,0.611538345965179
2020-05-15,1.1165361862991863,0.6102228613328159
2020-05-18,1.1165361862991863,0.6196950025298025
2020-05-19,1.1165361862991863,0.6320643832611095
2020-05-20,1.1165361862991863,0.6307846659543979
2020-05-21,1.1165361862991863,0.6333321459991995
2020-05-22,1.1165361862991863,0.6341346756628721
